,Barrington,Bristol,Burrillville,Central Falls,Charlestown,Coventry,Cranston,Cumberland,East Greenwich,East Providence,Exeter,Foster,Glocester,Hopkinton,Jamestown,Johnston,Lincoln,Little Compton,Middletown,Narragansett,New Shoreham,Newport,North Kingstown,North Providence,North Smithfield,Pawtucket,Portsmouth,Providence,Richmond,Scituate,Smithfield,South Kingstown,Tiverton,Warren,Warwick,West Greenwich,West Warwick,Westerly,Woonsocket
40,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
41,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
42,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
43,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
44,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
45,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
46,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
47,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
48,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
49,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
50,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
51,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
52,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
53,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
54,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
55,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
56,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
57,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
58,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
59,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
60,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
61,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
62,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
63,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
64,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
65,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
66,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
67,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
68,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
69,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
70,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
71,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
72,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
73,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
74,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
75,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
76,290.0,251.0,221.0,276.0,816.0,131.0,3077.0,115.0,155.0,2249.0,55.0,46.0,15.0,25.0,115.0,1203.0,249.0,13.0,728.0,286.0,187.0,1342.0,215.0,277.0,66.0,2778.0,295.0,15406.0,300.0,104.0,453.0,4271.0,538.0,2420.0,3760.0,64.0,1855.0,1219.0,4134.0
