,od_death_2026,Barrington,Bristol,Burrillville,Central.Falls,Charlestown,Coventry,Cranston,Cumberland,East.Greenwich,East.Providence,Exeter,Foster,Glocester,Hopkinton,Jamestown,Johnston,Lincoln,Little.Compton,Middletown,Narragansett,New.Shoreham,Newport,North.Kingstown,North.Providence,North.Smithfield,Pawtucket,Portsmouth,Providence,Richmond,Scituate,Smithfield,South.Kingstown,Tiverton,Warren,Warwick,West.Greenwich,West.Warwick,Westerly,Woonsocket
0,362.93,290,251,221,276,816,131,3077,115,155,2249,55,46,15,25,115,1203,249,13,728,286,187,1342,215,277,66,2778,295,15406,300,104,453,4271,538,2420,3760,64,1855,1219,4134
